NWCG_REPORTING_UNIT_NAME,DISCOVERY_TIME,STAT_CAUSE_DESCR,STATE,temperature(C),date
North Carolina Forest Service,1818,Debris Burning,NC,5.626367,3/25/2014
Navajo Region Fire and Aviation Management,1703,Arson,AZ,13.827265,3/25/2014
Arkansas Forestry Commission,1810,Children,AR,6.966516,3/25/2014
Arkansas Forestry Commission,1730,Debris Burning,AR,5.1810546,3/25/2014
Mark Twain National Forest,1824,Arson,MO,4.016992,3/25/2014
Missouri Department of Conservation,1645,Miscellaneous,MO,3.548242,3/25/2014
Missouri Department of Conservation,1632,Debris Burning,MO,3.1810546,3/25/2014
Missouri Department of Conservation,1628,Miscellaneous,MO,2.360742,3/25/2014
Cedar City Field Office,1636,Missing/Undefined,UT,10.420069,3/25/2014
Utah Division Forestry Fire State Lands,1600,Miscellaneous,UT,10.420069,3/25/2014
Humboldt-Toiyabe National Forest,1640,Debris Burning,CA,5.7072387,3/25/2014
New Jersey Forest Fire Service,1700,Children,NJ,0.7663208,3/25/2014
Fire Department of New York,1809,Miscellaneous,NY,0.2272583,3/25/2014
Fire Department of New York,1736,Miscellaneous,NY,0.2272583,3/25/2014
Fire Department of New York,1951,Miscellaneous,NY,0.2272583,3/25/2014
Pennsylvania Division of Forest Fire Protection,1710,Equipment Use,PA,-0.40283814,3/25/2014
Utah Division Forestry Fire State Lands,1730,Debris Burning,UT,12.929895,3/25/2014
Nebraska Department of Forestry,1706,Railroad,NE,-0.08154907,3/25/2014
Wyoming State Forestry,1516,Debris Burning,WY,11.46789,3/25/2014
Fire Department of New York,1817,Miscellaneous,NY,-1.0513672,3/25/2014
Nebraska Department of Forestry,1600,Equipment Use,NE,-0.68778074,3/25/2014
Winnebago Agency,1715,Children,NE,-0.29941407,3/25/2014
Fire Department of New York,1839,Miscellaneous,NY,0.81777346,3/25/2014
Pine Ridge Agency,1819,Miscellaneous,SD,3.3702025,3/25/2014
Rosebud Agency,1720,Miscellaneous,SD,-0.40982667,3/25/2014
Florida Forest Service,2220,Lightning,FL,31.68609,8/21/2014
Georgia Forestry Commission,2019,Lightning,GA,29.84234,8/21/2014
Riverside Unit,1847,Lightning,CA,33.96792,8/21/2014
Ely District Office,1932,Lightning,NV,20.181055,8/21/2014
Cedar City Field Office,1810,Lightning,UT,19.086115,8/21/2014
Lassen-Modoc Unit,1809,Miscellaneous,CA,23.774805,8/21/2014
Fire Department of New York,2236,Miscellaneous,NY,22.076715,8/21/2014
Fire Department of New York,2021,Miscellaneous,NY,23.275293,8/21/2014
Utah Division Forestry Fire State Lands,1843,Equipment Use,UT,26.795465,8/21/2014
Humboldt-Del Norte Unit,1710,Miscellaneous,CA,23.397303,8/21/2014
Idaho Falls District,1908,Missing/Undefined,ID,21.282618,8/21/2014
Boise District,1855,Equipment Use,ID,25.591333,8/21/2014
Worland Field Office,1900,Lightning,WY,21.492365,8/21/2014
Nez Perce - Clearwater National Forests,2009,Lightning,ID,17.09234,8/21/2014
Idaho Department of Lands,1900,Lightning,ID,17.18609,8/21/2014
Idaho Department of Lands,1900,Lightning,ID,17.18609,8/21/2014
Olympic National Park,1958,Lightning,WA,12.303553,8/21/2014
Fort Belknap Agency,1815,Lightning,MT,23.988611,8/21/2014
Washington State Headquarters,1810,Lightning,WA,21.644861,8/21/2014
Colville National Forest,1829,Lightning,WA,20.669458,8/21/2014
Merced-Mariposa Unit,2016,Miscellaneous,CA,28.769617,8/21/2014
Sonoma-Lake Napa Unit,2238,Miscellaneous,CA,14.804621,8/21/2014
Utah Division Forestry Fire State Lands,2217,Equipment Use,UT,18.479029,8/21/2014
Humboldt-Del Norte Unit,2040,Missing/Undefined,CA,19.079065,8/21/2014
Washington State Headquarters,2200,Lightning,WA,21.281916,8/21/2014
Washington State Headquarters,2000,Lightning,WA,21.211603,8/21/2014
Washington State Headquarters,2000,Lightning,WA,21.211603,8/21/2014
Washington State Headquarters,2020,Lightning,WA,18.963923,8/21/2014
Southern Nevada District Office,2300,Equipment Use,NV,24.899347,8/21/2014
Tule River Agency,2310,Arson,CA,19.321222,8/21/2014
Cabo Rojo National Wildlife Refuge,1300,Arson,PR,27.109827,8/21/2014
Florida Panther National Wildlife Refuge,830,Lightning,FL,27.172327,8/21/2014
Florida Panther National Wildlife Refuge,830,Lightning,FL,27.172327,8/21/2014
Florida Panther National Wildlife Refuge,845,Lightning,FL,27.172327,8/21/2014
Florida Panther National Wildlife Refuge,900,Lightning,FL,27.172327,8/21/2014
Florida Panther National Wildlife Refuge,915,Lightning,FL,27.172327,8/21/2014
Georgia Forestry Commission,828,Lightning,GA,23.758265,8/21/2014
Kaibab National Forest,653,Lightning,AZ,16.44375,8/21/2014
Wyoming State Forestry,822,Miscellaneous,WY,18.248438,8/21/2014
Siskiyou Unit,527,Miscellaneous,CA,13.02392,8/21/2014
Casper Field Office,807,Equipment Use,WY,15.987085,8/21/2014
Bitterroot National Forest,835,Lightning,MT,9.092188,8/21/2014
Nez Perce - Clearwater National Forests,832,Lightning,ID,11.987818,8/21/2014
Flathead Agency,725,Lightning,MT,12.312983,8/21/2014
Florida Panther National Wildlife Refuge,1130,Lightning,FL,28.274805,8/21/2014
Florida Panther National Wildlife Refuge,1145,Lightning,FL,28.274805,8/21/2014
Florida Panther National Wildlife Refuge,1200,Lightning,FL,28.274805,8/21/2014
Florida Panther National Wildlife Refuge,1300,Lightning,FL,28.274805,8/21/2014
Texas A & M Forest Service,1203,Powerline,TX,26.649988,8/21/2014
Georgia Forestry Commission,1315,Debris Burning,GA,28.56405,8/21/2014
Coconino National Forest,1145,Lightning,AZ,15.905603,8/21/2014
Coconino National Forest,1000,Lightning,AZ,16.046228,8/21/2014
North Carolina Forest Service,1239,Miscellaneous,NC,27.931238,8/21/2014
Six Rivers National Forest,1000,Lightning,CA,15.379908,8/21/2014
Payette National Forest,937,Lightning,ID,10.983759,8/21/2014
Umatilla National Forest,815,Lightning,OR,13.21554,8/21/2014
Spokane District,945,Miscellaneous,WA,13.400446,8/21/2014
Nez Perce - Clearwater National Forests,1117,Lightning,ID,10.995325,8/21/2014
Idaho Panhandle National Forest,1137,Lightning,ID,10.987513,8/21/2014
Idaho Panhandle National Forest,1008,Lightning,ID,11.68429,8/21/2014
Florida Forest Service,1640,Lightning,FL,30.825617,8/21/2014
Florida Forest Service,1445,Debris Burning,FL,32.044365,8/21/2014
Georgia Forestry Commission,1540,Debris Burning,GA,31.731867,8/21/2014
Texas A & M Forest Service,1404,Equipment Use,TX,30.669367,8/21/2014
Georgia Forestry Commission,1429,Debris Burning,GA,31.841242,8/21/2014
Georgia Forestry Commission,1411,Debris Burning,GA,29.534784,8/21/2014
Georgia Forestry Commission,1408,Debris Burning,GA,33.856865,8/21/2014
Louisiana Office of Forestry,1400,Debris Burning,LA,32.294365,8/21/2014
Cleveland National Forest,1255,Lightning,CA,29.780268,8/21/2014
Cleveland National Forest,1320,Lightning,CA,29.780268,8/21/2014
Cleveland National Forest,1245,Lightning,CA,29.780268,8/21/2014
South Carolina Forestry Commission,1545,Equipment Use,SC,32.388115,8/21/2014
Cleveland National Forest,1350,Lightning,CA,19.280603,8/21/2014
Arizona State Forestry Division - State Office,1402,Missing/Undefined,AZ,28.06933,8/21/2014
Riverside Unit,1108,Miscellaneous,CA,19.280603,8/21/2014
Riverside Unit,1357,Lightning,CA,30.967768,8/21/2014
Coconino National Forest,1207,Lightning,AZ,16.414728,8/21/2014
Anadarko Agency,1345,Powerline,OK,31.686518,8/21/2014
Santa Clara Unit,1102,Missing/Undefined,CA,22.39593,8/21/2014
Fire Department of New York,1434,Miscellaneous,NY,22.559992,8/21/2014
Fire Department of New York,1523,Miscellaneous,NY,22.559992,8/21/2014
Fire Department of New York,1604,Arson,NY,22.559992,8/21/2014
Rock Springs Field Office,1300,Lightning,WY,16.885767,8/21/2014
Crater Lake National Park,1348,Lightning,OR,18.68661,8/21/2014
Boise District,1436,Equipment Use,ID,20.694422,8/21/2014
Boise District,1210,Equipment Use,ID,20.694422,8/21/2014
Wyoming State Forestry,1258,Railroad,WY,22.903223,8/21/2014
Eugene District,1246,Campfire,OR,11.296564,8/21/2014
Payette National Forest,1344,Lightning,ID,17.965723,8/21/2014
Payette National Forest,1200,Lightning,ID,13.698267,8/21/2014
Oregon Department of Forestry State Headquarters,1245,Arson,OR,13.726191,8/21/2014
Nez Perce - Clearwater National Forests,1445,Lightning,ID,15.212,8/21/2014
Washington State Headquarters,1300,Miscellaneous,WA,13.726191,8/21/2014
Nez Perce - Clearwater National Forests,1200,Lightning,ID,16.70791,8/21/2014
Southwestern Land Office,1412,Lightning,MT,14.469812,8/21/2014
Washington State Headquarters,1230,Lightning,WA,17.319666,8/21/2014
Colville Agency,1212,Lightning,WA,17.319666,8/21/2014
Idaho Panhandle National Forest,1237,Lightning,ID,13.311609,8/21/2014
Washington State Headquarters,1325,Lightning,WA,18.05404,8/21/2014
Florida Forest Service,1715,Lightning,FL,30.915491,8/21/2014
Texas A & M Forest Service,1758,Miscellaneous,TX,31.743616,8/21/2014
Florida Forest Service,1752,Lightning,FL,31.243616,8/21/2014
National Forests in Florida,1812,Lightning,FL,32.649864,8/21/2014
Florida Forest Service,1825,Lightning,FL,32.649864,8/21/2014
Texas A & M Forest Service,1700,Miscellaneous,TX,33.976402,8/21/2014
Florida Forest Service,1850,Lightning,FL,32.931114,8/21/2014
Georgia Forestry Commission,1730,Debris Burning,GA,33.556114,8/21/2014
Georgia Forestry Commission,1805,Lightning,GA,32.72799,8/21/2014
South Carolina Forestry Commission,1705,Arson,SC,33.273277,8/21/2014
Riverside Unit,1605,Missing/Undefined,CA,29.79107,8/21/2014
South Carolina Forestry Commission,1804,Structure,SC,33.273277,8/21/2014
Riverside Unit,1414,Lightning,CA,31.212946,8/21/2014
Angeles National Forest,1505,Miscellaneous,CA,19.94732,8/21/2014
North Carolina Forest Service,1947,Children,NC,31.384241,8/21/2014
Nevada-Yuba-Placer Unit,1410,Miscellaneous,CA,27.421717,8/21/2014
Butte Unit,1451,Equipment Use,CA,29.015467,8/21/2014
Elko District Office,1605,Lightning,NV,20.56637,8/21/2014
Nebraska Department of Forestry,1716,Equipment Use,NE,25.912287,8/21/2014
Medford District,1421,Miscellaneous,OR,25.040339,8/21/2014
Boise District,1546,Miscellaneous,ID,19.266443,8/21/2014
Willamette National Forest,1629,Lightning,OR,16.216974,8/21/2014
Medicine Bow National Forest,1630,Lightning,WY,23.912287,8/21/2014
Wyoming State Forestry,1648,Miscellaneous,WY,23.912287,8/21/2014
Eugene District,1513,Campfire,OR,17.579401,8/21/2014
Mt. Hood National Forest,1443,Campfire,OR,15.049189,8/21/2014
Oregon Department of Forestry State Headquarters,1656,Powerline,OR,17.932001,8/21/2014
Spokane District,1658,Missing/Undefined,WA,20.571589,8/21/2014
Idaho Panhandle National Forest,1632,Lightning,ID,17.243616,8/21/2014
Colville Agency,1546,Lightning,WA,17.962366,8/21/2014
Idaho Panhandle National Forest,1457,Lightning,WA,15.962366,8/21/2014
Okanogan/Wenatchee National Forest,1600,Lightning,WA,17.962366,8/21/2014
San Carlos Agency,2025,Miscellaneous,AZ,30.317896,6/7/2014
Riverside Unit,1732,Missing/Undefined,CA,17.992365,6/7/2014
Arizona State Forestry Division - State Office,2054,Missing/Undefined,AZ,35.873253,6/7/2014
Riverside Unit,1836,Missing/Undefined,CA,17.992365,6/7/2014
South Carolina Forestry Commission,2106,Miscellaneous,SC,24.306421,6/7/2014
Arizona State Forestry Division - State Office,1925,Missing/Undefined,AZ,35.873253,6/7/2014
Mississippi Forestry Commission,1908,Lightning,MS,24.611109,6/7/2014
Riverside Unit,1909,Missing/Undefined,CA,32.679863,6/7/2014
Riverside Unit,1732,Missing/Undefined,CA,19.293177,6/7/2014
Riverside Unit,1858,Missing/Undefined,CA,23.209192,6/7/2014
Santa Barbara County Fire Department,1851,Miscellaneous,CA,18.22738,6/7/2014
North Carolina Forest Service,2025,Debris Burning,NC,25.478296,6/7/2014
North Carolina Forest Service,2056,Arson,NC,26.259546,6/7/2014
Hopi Agency,1800,Arson,AZ,28.751245,6/7/2014
Merced-Mariposa Unit,1744,Missing/Undefined,CA,34.728294,6/7/2014
Merced-Mariposa Unit,1728,Equipment Use,CA,27.203302,6/7/2014
Santa Clara Unit,1852,Smoking,CA,22.564234,6/7/2014
Humboldt-Toiyabe National Forest,1800,Lightning,CA,20.894983,6/7/2014
Winnemucca District Office,1705,Equipment Use,NV,28.661646,6/7/2014
Lassen-Modoc Unit,1919,Debris Burning,CA,25.952112,6/7/2014
Humboldt-Del Norte Unit,1853,Campfire,CA,22.404505,6/7/2014
Shasta-Trinity Unit,1935,Miscellaneous,CA,34.524254,6/7/2014
Northern California Agency,1735,Miscellaneous,CA,23.92013,6/7/2014
Medford District,1930,Smoking,OR,21.26388,6/7/2014
Fort Berthold Agency,2100,Lightning,ND,12.377161,6/7/2014
Washington State Headquarters,1900,Smoking,WA,15.017786,6/7/2014
Kodiak National Wildlife Refuge,1600,Campfire,AK,12.10174,6/7/2014
Alaska State Office,1726,Lightning,AK,12.10174,6/7/2014
Alaska State Office,1711,Lightning,AK,12.10174,6/7/2014
Texas A & M Forest Service,2200,Debris Burning,TX,28.595545,6/7/2014
Arizona State Forestry Division - State Office,2209,Missing/Undefined,AZ,35.81118,6/7/2014
Riverside Unit,2230,Missing/Undefined,CA,20.26037,6/7/2014
Humboldt-Del Norte Unit,2042,Missing/Undefined,CA,17.346216,6/7/2014
Boise District,2250,Equipment Use,ID,21.252558,6/7/2014
Fort Peck Agency,2117,Fireworks,MT,12.732935,6/7/2014
Mendocino Unit,2348,Miscellaneous,CA,16.803675,6/7/2014
Tehama-Glenn Unit,2301,Arson,CA,29.17013,6/7/2014
Hoopa Valley Tribe,2310,Arson,CA,20.736078,6/7/2014
Cabo Rojo National Wildlife Refuge,1100,Arson,PR,25.203516,6/7/2014
North Carolina Forest Service,727,Debris Burning,NC,20.88708,6/7/2014
North Carolina Forest Service,518,Arson,NC,20.519434,6/7/2014
San Mateo-Santa Cruz Unit,358,Missing/Undefined,CA,10.789423,6/7/2014
Amador-El Dorado Unit,338,Miscellaneous,CA,24.818415,6/7/2014
Florida Forest Service,1041,Lightning,FL,24.072107,6/7/2014
Fort Apache Agency,714,Arson,AZ,24.165308,6/7/2014
Cibola National Forest,828,Campfire,NM,19.399744,6/7/2014
Farmington Field Office,814,Equipment Use,NM,17.436182,6/7/2014
North Carolina Forest Service,900,Debris Burning,NC,18.743189,6/7/2014
Florida Forest Service,1150,Debris Burning,FL,28.765528,6/7/2014
Arizona State Forestry Division - State Office,1137,Miscellaneous,AZ,25.503046,6/7/2014
Lincoln National Forest,1000,Campfire,NM,25.481348,6/7/2014
California Desert District,930,Lightning,CA,24.93194,6/7/2014
Cibola National Forest,919,Campfire,NM,18.200098,6/7/2014
Arizona State Forestry Division - State Office,1043,Missing/Undefined,AZ,24.745234,6/7/2014
Merced-Mariposa Unit,1004,Debris Burning,CA,16.936853,6/7/2014
Stanislaus National Forest,1028,Lightning,CA,21.223536,6/7/2014
Utah Division Forestry Fire State Lands,1157,Debris Burning,UT,15.409143,6/7/2014
Nevada-Yuba-Placer Unit,857,Equipment Use,CA,20.52279,6/7/2014
Fire Department of New York,1250,Arson,NY,19.574121,6/7/2014
Fire Department of New York,1232,Miscellaneous,NY,19.475916,6/7/2014
Fire Department of New York,1236,Miscellaneous,NY,19.882166,6/7/2014
Oregon Department of Forestry State Headquarters,1035,Lightning,OR,11.424768,6/7/2014
Fire Department of New York,1251,Miscellaneous,NY,18.975916,6/7/2014
Pine Ridge Agency,1250,Debris Burning,SD,6.101373,6/7/2014
Fire Department of New York,1236,Miscellaneous,NY,19.194666,6/7/2014
Fire Department of New York,1206,Miscellaneous,NY,19.194666,6/7/2014
Fire Department of New York,1314,Miscellaneous,NY,19.194666,6/7/2014
Florida Forest Service,1545,Lightning,FL,28.563929,6/7/2014
Florida Forest Service,1645,Lightning,FL,28.563929,6/7/2014
Florida Forest Service,1635,Debris Burning,FL,30.712366,6/7/2014
Florida Forest Service,1435,Miscellaneous,FL,30.595179,6/7/2014
Arizona State Forestry Division - State Office,1206,Miscellaneous,AZ,29.237482,6/7/2014
Gila National Forest,1228,Smoking,NM,25.195215,6/7/2014
South Carolina Forestry Commission,1501,Arson,SC,26.665491,6/7/2014
Arizona State Forestry Division - State Office,1342,Missing/Undefined,AZ,33.987633,6/7/2014
Riverside Unit,1340,Miscellaneous,CA,20.139734,6/7/2014
Phoenix District Office,1453,Equipment Use,AZ,28.438044,6/7/2014
Santa Monica Mountains National Recreation Area,1328,Miscellaneous,CA,11.762537,6/7/2014
Apache-Sitgreaves National Forest,1234,Miscellaneous,AZ,22.835169,6/7/2014
South Carolina Forestry Commission,1431,Arson,SC,27.837366,6/7/2014
New Mexico - State Forestry,1316,Structure,NM,26.151453,6/7/2014
North Carolina Forest Service,1530,Debris Burning,NC,26.790491,6/7/2014
North Carolina Forest Service,1408,Children,NC,26.790491,6/7/2014
Tennessee Division of Forestry,1300,Arson,TN,25.706385,6/7/2014
North Carolina Forest Service,1534,Equipment Use,NC,24.899256,6/7/2014
Sierra National Forest,1139,Campfire,CA,18.86709,6/7/2014
West Virginia Division of Forestry,1605,Powerline,WV,24.612635,6/7/2014
Stanislaus National Forest,1136,Miscellaneous,CA,20.29989,6/7/2014
Mendocino Unit,1254,Debris Burning,CA,16.094568,6/7/2014
New Jersey Forest Fire Service,1505,Campfire,NJ,22.892054,6/7/2014
Salt Lake Field Office,1449,Miscellaneous,UT,20.878107,6/7/2014
Fire Department of New York,1657,Miscellaneous,NY,21.735804,6/7/2014
Fire Department of New York,1514,Miscellaneous,NY,23.102991,6/7/2014
Hoopa Valley Tribe,1203,Arson,CA,23.233484,6/7/2014
Fire Department of New York,1621,Lightning,NY,23.384241,6/7/2014
Siskiyou Unit,1256,Missing/Undefined,CA,18.346857,6/7/2014
Fire Department of New York,1449,Miscellaneous,NY,22.078943,6/7/2014
Fire Department of New York,1446,Miscellaneous,NY,19.729822,6/7/2014
Roseburg District,1156,Debris Burning,OR,17.085047,6/7/2014
Medford District,1200,Miscellaneous,OR,17.085047,6/7/2014
Fire Department of New York,1517,Miscellaneous,NY,20.120447,6/7/2014
Fire Department of New York,1551,Miscellaneous,NY,21.641443,6/7/2014
Fire Department of New York,1514,Miscellaneous,NY,21.641443,6/7/2014
Fire Department of New York,1614,Miscellaneous,NY,21.641443,6/7/2014
Oregon Department of Forestry State Headquarters,1245,Debris Burning,OR,14.868006,6/7/2014
Rosebud Agency,1530,Arson,SD,13.401453,6/7/2014
Boise District,1450,Equipment Use,ID,18.344294,6/7/2014
Bridger-Teton National Forest,1440,Miscellaneous,WY,11.820429,6/7/2014
Deschutes National Forest,1249,Miscellaneous,OR,11.07342,6/7/2014
Washington State Headquarters,1130,Campfire,WA,19.288172,6/7/2014
Florida Forest Service,1936,Lightning,FL,30.204432,6/7/2014
Florida Forest Service,1958,Lightning,FL,32.462242,6/7/2014
Mississippi Forestry Commission,1614,Campfire,MS,31.173182,6/7/2014
Arizona State Forestry Division - State Office,1519,Miscellaneous,AZ,31.362604,6/7/2014
Arizona State Forestry Division - State Office,1628,Missing/Undefined,AZ,34.21734,6/7/2014
California Desert District,1653,Miscellaneous,CA,24.151667,6/7/2014
North Carolina Forest Service,1815,Debris Burning,NC,27.571619,6/7/2014
Angeles National Forest,1655,Equipment Use,CA,29.652674,6/7/2014
North Carolina Forest Service,1820,Debris Burning,NC,28.032557,6/7/2014
Arizona State Forestry Division - State Office,1759,Miscellaneous,AZ,27.44253,6/7/2014
North Carolina Forest Service,1730,Debris Burning,NC,26.832666,6/7/2014
Central California District,1400,Missing/Undefined,CA,32.996727,6/7/2014
North Carolina Forest Service,1750,Children,NC,25.004541,6/7/2014
